price,artist,source_artwork
73948.5859375,Sir Henry Raeburn,Portrait of the Hon. Henry Erskine 1746-1817
1378064.25,(after) Philippe De Champaigne,Portrait of the Infant King Louis XIV
32939230.0,Ernst Ludwig Kirchner,Portrait of the Poet Frank
47345904.0,Angelica Kauffmann,Portrait of the Prince Henryk Lubomirski as Cupid
357018.375,English Provincial School,"Portrait of two girls, full-length, in a garden"
52134.97265625,Correggio (Antonio Allegri),Possible self portrait
684907.6875,Cassius Marcellus Coolidge,Post Mortem
165832.265625,Melchior de Hondecoeter,Poultry and Spaniel in a farmyard
1512174.375,Melchior de Hondecoeter,Poultry
12977268.0,Frederick Judd Waugh,Pounding Surf
24449.505859375,Paul Sandby,"Powder Magazine, Hyde Park"
3917.016357421875,William Holbrook Beard,Pre-Adamite
16948938.0,Sandro Botticelli,Primavera (detail 2) c. 1482
141200.328125,Franz Xavier Winterhalter,Prince Albert I
149494.546875,Franz Xavier Winterhalter,Prince Alfred and Princess Helena
68749.9453125,Franz Xavier Winterhalter,Princess Alice
1995080.75,Franz Xavier Winterhalter,"Princess Sophie Troubetskoi, Duchess de Morny"
1550052.5,Tamara de Lempicka,Printemps
56934.80859375,Ulpiano Checa y Sanz,Procession (Romeria)
177691.953125,August Macke,Promenade 1913
97358.984375,Timoleon Marie Lobrichon,Promenade des Enfants
6207.2119140625,Frederic Remington,Prospecting For Cattle Range
9576.0341796875,Angelica Kauffmann,Prudence resisting Love
595.4307861328125,Jean-Honore Fragonard,Psyche And Her Two Sisters
520832.21875,Edvard Munch,Puberty 2
531118.4375,Sir Joseph Noel Paton,"Puck and Fairies, from A Midsummer Nights Dream, c.1850"
11780.880859375,Sir Joshua Reynolds,"Puck, 1789"
8544.6005859375,Horatio Henry Couldery,Pug Puppies in a Basket
12263.8203125,Ivan Konstantinovich Aivazovsky,Pushkin on the seashore
1951.089599609375,Gabriel Joseph Marie Augustin Ferrier,Putti
11311.208984375,Allan Ramsay,Queen Charlotte
30043.626953125,Thomas Gainsborough,Queen Charlotte
5415.68408203125,Allan Ramsay,"Queen Charlotte, Queen Consort of George III, c.1762-64"
152984.84375,Alexandre Evariste Fragonard,Queen Elizabeth Bidding Farewell to Her Sons
90236.703125,Franz Xavier Winterhalter,Queen Victoria I
572683.8125,Joseph Nash,Queen Victoria Opening the 1862 Exhibition after Crystal Palace moved to Sydenham
41112.8046875,Charles Robert Leslie,Queen Victoria in Her Coronation Robe
5571030.5,Joseph Nash,Queen Victoria in the House of Lords
118.6224365234375,Sir Henry Raeburn,"Quentin McAdam, c.1815"
26197.466796875,James Jacques Joseph Tissot,Quiet
35418.07421875,Jean-Baptiste-Simeon Chardin,Rabbit With Game Bag And Powder Flask
17468.826171875,Jean-Baptiste-Simeon Chardin,Rabbit and Copper Pot c.1739-40
113336.75,Raja Ravi Varma,Radha Waiting for Krishna
208126.046875,Istvan Csok,Rainbow over Lake Balaton 1930
15979.3466796875,Albert Bierstadt,"Rainy Day in Autumn, Massachusetts, 1857"
171996.296875,Gilbert Gaul,Rainy Day in the Garret
11033.9697265625,Frederic Edwin Church,Rainy Season In The Tropics
4878.57763671875,Giotto Di Bondone,Raising of the Boy in Sessa 1310s
193625440.0,Harry Hamilton Johnston,Raleighs Men on the Orinoco
55589.51171875,Tiziano Vecellio,Rape Of Europa
5301217.5,Alexandre Evariste Fragonard,Raphael Adjusting his Models Pose for his Painting of the Virgin and Child
3931.537353515625,Fernando Botero,Ratto D Europa
8573.994140625,Alfred Morgan,Reading Bluebeard
200423.890625,William Holbrook Beard,Reading the Paper
5051.66650390625,Robert Frederick Blum,Reading the news
1170567424.0,Istvan Csok,Rebuilding Margaret Bridge 1937
3931.537353515625,Jean-Francois Millet,"Reclining Female Nude, c.1844-45"
3931.537353515625,Robert Henri,Reclining Nude (Barbara Brown)
3931.537353515625,Pierre Auguste Renoir,Reclining Nude (Pierre Auguste Renoir 1883)
3931.537353515625,Marsden Hartley,Reclining Nude 1911
3931.537353515625,(after) William Etty,Reclining female nude
33847.48046875,Franz Marc,Red Deer II
9399.455078125,Martin Johnson Heade,Red Rose With Ruby Throat
3931.537353515625,Mary Cassatt,"Reine Lefebvre Holding a Nude Baby, 1902"
2017.53369140625,Rembrandt Van Rijn,Rembrandt and Saskia in the Scene of the Prodigal Son in the Tavern c. 1635
10106.287109375,Frederic Remington,Remington Stampede
194095.296875,Jean-Antoine Watteau,Rendez-vous de chasse
3931.537353515625,Robert Frederick Blum,Repose I
5531.818359375,Robert Frederick Blum,Repose
2232.2255859375,Annibale Carracci,Rest on Flight into Egypt c. 1600
16276.650390625,Henriette Ronner-Knip,Resting kittens
478598.4375,William Hogarth,Restoration Procession of Charles II at Cheapside
96363.0078125,Giovanni Bellini,Resurrection of Christ 1475-79
198186.03125,Paolo Veronese (Caliari),"Resurrection of Christ, 1570-75"
16587.771484375,David The Younger Teniers,Return From The Hunt 1670
3931.537353515625,Lord Frederick Leighton,Return Of Persephone
25781.23046875,Grant Wood,Return from Bohemia
337301.71875,Bartolome Esteban Murillo,Return of the Prodigal Son 1667-70
826.5081176757812,Gilbert Gaul,Returning from the Hunt
194312.171875,Melchior de Hondecoeter,Revolt in the Poultry Coup
3322362.5,Lord Frederick Leighton,Richard Burton
50712.12890625,Gustave Caillebotte,Richard Gallo And His Dog At Petit Gennevilliers
268747.3125,Angelica Kauffmann,Rinaldo and Armida
160323.984375,(after) Pietro Antonio Rotari,Ritratto Di Contadina
383875.34375,William (Turner of Oxford) Turner,River Cherwell Waterlilies
4749.59033203125,Charles Henri Leickert,River Landscape
99368.0625,Charles-Francois Daubigny,River Landscape
23853.3828125,Charles-Francois Daubigny,"River Scene, 1859"
16778.34375,Walter Withers,"Road and Stormy Sky, Eltham"
99097.21875,Wilhelm Kuhnert,Roaring Lion
119896.546875,William Merritt Chase,"Robert Blum, 1888"
8391.9443359375,Paul Sandby,Rochester
230.0698699951172,Frederick Judd Waugh,Rocky Cliffs
6177.81982421875,Caspar David Friedrich,Rocky Ravine 1822-23
3931.537353515625,Alexandre Evariste Fragonard,Rodrigo de Vivar
97096.765625,Bartolome Esteban Murillo,Roman Charity
2756.01806640625,Pierre Auguste Renoir,Roses And Jasmine In A Delft Vase
50468228.0,Gustave Caillebotte,Roses Garden At Petit Gennevilliers
112040.6953125,Frans Mortelmans,Roses In A Vase
2703.426025390625,William Henry Hunt,Roses and Birds Nest
82519.0625,Edouard Manet,Roses in a Glass Vase
691112.75,Joaquin Sorolla y Bastida,Roses
40937.0234375,"Bartlett, William Henry","Ross Castle, Killarney, County Kerry"
3292.23291015625,William (Turner of Oxford) Turner,Rouen from St. Catherines Hill
1030853.4375,William Holbrook Beard,Round and Round they Went
27188.8125,Peter Monamy,Royal Yacht becalmed at Anchor
396532.53125,Peter Monamy,Royal Yacht
9504.8212890625,Rosa Bonheur,Royalty at Home
14539.7900390625,Franz Xavier Winterhalter,Roza Potocka
401468.53125,Gustave Caillebotte,Rue Halevy Balcony View
155291.5,William Holbrook Beard,Runaway Match
391331.6875,Charles Christian Nahl,Sacramento Indian with Dogs
1095821.5,Michelangelo Buonarroti,Sacrifice of Noah 1509
25800.759765625,William Merritt Chase,Sailboat At Anchor
172087.6875,Winslow Homer,Sailboat and Fourth of July Fireworks
971225.5625,Paul Signac,"Sailing Boats in St. Tropez Harbour, 1893"
143501.5,Bartolome Esteban Murillo,Saint Augustine in Ecstasy
345070.125,Jacopo Tintoretto,Saint Catherine of Alexandria being whipped in the presence of Emperor Maxentius
2804.397216796875,Jacopo Tintoretto,Saint Catherine of Alexandria receives a visit from the Roman Empress Faustina whilst in Prison
3848.427001953125,Giotto Di Bondone,Saint Cosmas and Saint Damian Condamned
111349120.0,Marianne Preindelsberger Stokes,"Saint Elizabeth Working for the Poor, c.1920"
9640.8740234375,Bartolome Esteban Murillo,Saint Francis embracing Christ on the Cross
56697840.0,Theodor Van Thulden,"Saint Francis of Paula in Glory, attended by Angels and Saints, in a painted arch"
2510085.75,Annibale Carracci,Saint John The Baptist In A Landscape Pointing At The Figure Of Christ
178137776.0,Raphael,Saint Michael And The Dragon
278112.1875,Raphael,Saint Michael Trampling the Dragon 1518
299427.84375,Tamara de Lempicka,"Saint Moritz, 1929"
2028921.625,Jacopo Tintoretto,"Saint Roch curing the Plague, c.1560"
3931.537353515625,Guido Reni,Saint Sebastian
1307.416748046875,"(after) Dyck, Sir Anthony van",Saint Simon Zealot
1389180.0,Armand Guillaumin,"Saint--Julien-des-Chazes, Allier"
57751.81640625,Alexandre Evariste Fragonard,Saladin I 1138-93 in Jerusalem
113217.484375,"Bartlett, William Henry","Salmon Leap at Leixlip, County Kildare"
5465.76513671875,Winslow Homer,"Salt Kettle, Bermuda"
60744.6796875,Martin Johnson Heade,Salt Marsh Hay
35831.84375,Correggio (Antonio Allegri),Salvator Mundi
6211.36865234375,"(after) Dyck, Sir Anthony van",Samson and Delilah
22082784.0,(after) Harmenszoon Van Rijn Rembrandt,Samson threatening his father-in-law
584397.4375,Annibale Carracci,San Diego de Alcala receives the Franciscan habit
265650912.0,Giovanni Bellini,San Giobbe Altarpiece (detail)
278294.21875,Charles Robert Leslie,Sancho Panza and the Duchess
126688.4140625,Charles Robert Leslie,Sancho and the Duchess
83235.859375,Alfred Sisley,Sand Heaps
140390.9375,Raja Ravi Varma,Santhanu and Matsyagandhi
943117.875,Angelica Kauffmann,Sappho Inspired by Love
16912.146484375,Jacques Louis David,Sappho and Phaon 1809
555415.25,Mary Cassatt,Sara Holding A Cat
123907.4453125,Mary Cassatt,"Sara and her Dog, c.1901"
1101868.125,Alphonse Maria Mucha,Sarah Bernhardt. 1896
10185742.0,William Blake,"Satan, Sin, and Death- Satan Comes to the Gates of Hell"
4487138.5,John Frederick Herring Snr,Satirist Beating Coronation in Horserace
2658227.25,Nicolas Poussin,"Satyr and Nymph, 1630"
133175.515625,Louis de Caullery,Scene Galante in a River Landscape
18291.849609375,Jean-Honore Fragonard,Scene familiale dite la visite a la nouricce
19317.59375,Charles Robert Leslie,Scene from Le Malade Imaginaire
7598.1083984375,Alexandre Evariste Fragonard,Scene from the Opera Don Giovanni by Mozart
236597.34375,Theodore Gericault,Scene of the Deluge
81604.75,Frederic Edwin Church,"Scene on the Catskill Creek, New York"
243619.578125,Giotto Di Bondone,Scenes from the Life of Mary Magdalene- Mary Magdalene and Cardinal Pontano 1320s
617882.6875,Giotto Di Bondone,Scenes from the Life of Mary Magdalene- Noli me tangere 1320s
340190.75,Giotto Di Bondone,Scenes from the New Testament- Lamentation 1290s
2525684.25,William Holbrook Beard,School Rules
538.3584594726562,William Holbrook Beard,Scientists at work
98727.34375,Sir Joseph Noel Paton,Scottish Landscape
817.4596557617188,Arthur Rackham,"Scrooge and Bob Cratchit, from Dickens A Christmas Carol"
795935.625,Sir Lawrence Alma-Tadema,Sculptors in Ancient Rome
702481.0625,Albert Bierstadt,Sea and Sky
149171.546875,Gustave Caillebotte,Seascape Regatta At Villers
5540.0966796875,John Constable,Seascape Study with Rain Cloud
2764.392822265625,Frederick Judd Waugh,Seascape
3931.537353515625,Edgar Degas,Seated Bather Drying Herself 1895
1298778.625,Franz Marc,Seated Mythical Animal
2082.650390625,David The Younger Teniers,Seated Peasant Filling a Pipe
3931.537353515625,Nicolas Poussin,"Selene and Endymion, c.1630"
50048.37890625,Edgar Degas,Self Portrait (2)
24900.5546875,Gustave Courbet,Self Portrait (or Courbet with a Black Dog)
87440.8125,Frida Kahlo,Self Portrait 1938
322952.90625,Frida Kahlo,Self Portrait 1940
949617.9375,Frida Kahlo,Self Portrait Dedicated To Dr Eloesser 1940
120832.1796875,Frida Kahlo,Self Portrait Dedicated To Leon Trotsky Or Between The Curtains 1937
2007.345458984375,Angelica Kauffmann,Self Portrait Hesitating Between The Arts Of Music And Painting 1791
88320.1328125,Frida Kahlo,Self Portrait On The Borderline Between Mexico And The United States 1932
83533.1015625,Frida Kahlo,Self Portrait Very Ugly 1933
34416540.0,Frida Kahlo,Self Portrait With Bonito 1941
2062073.625,Frida Kahlo,Self Portrait With Braid 1941
19336.689453125,Frida Kahlo,Self Portrait With Cropped Hair 1940
193038.640625,Frida Kahlo,Self Portrait With Monkey 1940
358490.90625,Frida Kahlo,Self Portrait With Monkey 1943
13391.0419921875,Rembrandt Van Rijn,Self Portrait as a Young Man 1634
389650.28125,Ernst Ludwig Kirchner,Self Portrait as an Invalid
135629.515625,Girolamo Francesco Maria Mazzola (Parmigianino),Self Portrait at the Mirror
97199.8671875,Edouard   Vuillard,Self Portrait
24084.3203125,Gilbert Gaul,Self Portrait
6980.04736328125,Theodore Gericault,Self Portrait
455570.78125,Ernst Ludwig Kirchner,Self Portrait of a Soldier
1092.4285888671875,Franz Xavier Winterhalter,"Self Portrait of the Artist with his Brother, Hermann"
7384668.5,Ernst Ludwig Kirchner,Self Portrait with Model
294794.34375,Gustave Courbet,Self Portrait with a Black Dog
254518.609375,Sir David Wilkie,"Self Portrait, 1840"
42280.46875,Giuseppe Pellizza da Volpedo,"Self Portrait, 1899"
101562.140625,Sir Henry Raeburn,"Self Portrait, c.1815"
21857.576171875,Theodore Gericault,Self portrait 3
35779.94140625,Sir Joshua Reynolds,"Self portrait, c.1779-80"
75656.8984375,Anton Raphael Mengs,Self-Portrait 1779
2582.840576171875,Edvard Munch,Self-Portrait 1886
82936.2578125,William Merritt Chase,Self-Portrait 2
230794.984375,Annibale Carracci,Self-Portrait in Profile 1590s
11525.748046875,Alfred Sisley,Self-Portrait
40521.6796875,Claudio Coello,Self-Portrait
169514.109375,Edvard Munch,Self-Portrait
172305.765625,Grant Wood,Self-Portrait
66027.1484375,Jean-Baptiste-Simeon Chardin,Self-Portrait with Spectacles
1289905.875,Edouard   Vuillard,Self-Portrait. c. 1889
3931.537353515625,Theodore Gericault,Severed Heads
3433.254638671875,John William Godward,Sewing Girl
3931.537353515625,Egon Schiele,"Sexual act, study"
1105278.125,Raja Ravi Varma,Shantanu and Matsyagandhi
138841040.0,Arthur Rackham,"She had to dance whether she liked or not, illustration from Sweetheart Roland, a fairytale by the Brothers Grimm, 1900"
19028.84375,William (Turner of Oxford) Turner,Sheep Grazing at Stonehenge
16267055.0,Sir David Wilkie,Sheep Washing in Wiltshire
25113.376953125,William (Turner of Oxford) Turner,Sheep at Stonehenge
316726.0625,Joseph Farquharson,Sheep grazing by a river
349408.1875,Joseph Farquharson,Sheep in Snow
21552.984375,Joseph Farquharson,Sheep in Winter Snow
2339.7138671875,Joseph Farquharson,Sheep in a Winter Landscape Evening
11565.19921875,Joseph Farquharson,Sheep in the Snow
8023.7177734375,Rembrandt Van Rijn,Sheet Of Sketches With A Portrait Of Saskia
23616.845703125,Carl Larsson,Shelling Peas
56.42790222167969,Jean-Honore Fragonard,Shepherdess
79110.7109375,Ivan Konstantinovich Aivazovsky,Ship At Sea
38348.0,Ivan Konstantinovich Aivazovsky,Ship in the Stormy Sea
30515.955078125,Peter Monamy,Shipping Becalmed off Shore at Sunset
11360.625,Ivan Konstantinovich Aivazovsky,Shipping On A Moonlit Coast
166657.9375,Peter Monamy,Shipping by Moonlight
12838.5654296875,Ivan Konstantinovich Aivazovsky,Shipwreck On Stormy Seas
131311744.0,Grant Wood,Shriners Quartet
758555.5,Franz Marc,Siberian Sheepdogs Aka Siberian Dogs In The Snow
1418799.0,Wilhelm Kuhnert,Siberian Tigers
5695094.5,Salvador Dali,Silk Allegory
56636.7421875,Sir David Wilkie,"Sir David Baird (1757-1829) discovering the body of Tippoo Sultan (1744-99) after the capture of Seringapatam, 4 May 1799, from Illustrations of English and Scottish History Volume II"
495375.5625,Sir Joseph Noel Paton,Sir Galahad And The Angel
66913124.0,Sir Henry Raeburn,"Sir George Sinclair of Ulbster 1790-1868 as a child, c.1796-97"
43968.421875,Charles Robert Leslie,Sir Isaac Newton
276288.65625,Charles Robert Leslie,Sir John Falstaff
89642.640625,Sir David Wilkie,Sir Robert Peel Reading to Queen Victoria
4709.64990234375,Sir Henry Raeburn,"Sir Walter Scott, engraved by Charles Turner, 1810"
127527.984375,Raja Ravi Varma,Sita taken by Goddess Earth
3931.537353515625,Egon Schiele,Sitting male act
101949.34375,Cassius Marcellus Coolidge,Sitting up with a Sick Friend
3931.537353515625,Egon Schiele,Sitzender Akt
3931.537353515625,Egon Schiele,"Sitzender Mannlicher Ruckenakt (Seated Male Nude, Back View)"
21043.03125,Thomas Gainsborough,Six studies of a cat 1765-70
1445.16259765625,Charles Henri Leickert,Skaters On A Frozen River At Dusk 2
19637.115234375,Charles Henri Leickert,Skating In The Late Afternoon
62063960.0,Sir David Wilkie,"Sketch for The Reading of a Will, c.1820"
562067.9375,Allan Ramsay,Sketch of a dead childs head
68583.3515625,Gustave Caillebotte,Skiffs
148147.828125,Joseph Mallord William Turner,Slavers Throwing Overboard The Dead And Dying Typhoon Coming On
2981.3642578125,Alphonse Maria Mucha,"Slavia, 1896"
175108.671875,Thomas Ralph Spence,Sleeping Beauty
3931.537353515625,Guido Reni,Sleeping Cupid
3587.665283203125,Istvan Csok,Sleeping Shokatz Woman 1907
3931.537353515625,Nicolas Poussin,Sleeping Venus and Cupid
3931.537353515625,Eustache Le Sueur,Sleeping Venus
61546.4140625,Charles Robert Leslie,Slender with the assistance of Shallow Courting Anne Page
4629840.5,Franz Marc,Small Composition I
3175848.75,Jan Van Eyck,Small Triptych c. 1437
1483319.5,Paul Cezanne,Small forest
36519.37109375,Gilbert Gaul,Smoking in the Calumet
10873917.0,Robert Henri,Snow in New York
2240596.0,Istvan Csok,Sokatz Cemetery 1929
22607.65625,Istvan Csok,Sokatz Woman Embroidering 1905
68555.5,John Frederick Herring Snr,Solders Resting 1850
4116.58251953125,Lord Frederick Leighton,Solitude
633366.0625,William-Adolphe Bouguereau,Song of the Angels
3931.537353515625,William Blake,"Songs of Innocence- Infant Joy, 1789"
1026940032.0,Georges Lacombe,Sous-bois
35298.96875,Mary Cassatt,Spanish Dancer Wearing A Lace Mantilla
16050.9931640625,Robert Frederick Blum,Spanish Dancer
31698.84765625,Robert Henri,Spanish Woman In A Red Shawl
1842721.25,Joseph Nash,Speke Hall 2
3613658.25,Joseph Nash,Speke Hall
208866.328125,William Henry Hunt,Spring Flowers and Birds Nests
15002.248046875,Robert Frederick Blum,Spring Landscape
7891.0546875,Charles-Francois Daubigny,"Spring Landscape, Le printemps"
25790.89453125,Blanche Odin,Spring flowers in a glass bowl
3931.537353515625,James Jacques Joseph Tissot,Spring
20242.484375,Jean-Antoine Watteau,Spring
453060.4375,Charles-Francois Daubigny,"Spring, 1857"
